content,svm_sentiment,bayes_sentiment,df_scores,df_score_senti
散热 性能 散热 性能 打游戏 有点像 发动机 还好 对得起 价 ,积极,积极,6.642,积极
运行 速度 快 屏幕 效果 显示 效果 不错 散热 性能 好 外形 外观 有点 老气 新颖 轻薄 程度 普通 特色 待 观察 ,积极,积极,22.071,积极
看着 配置 不错 买 办公 够用 加 了 些 小米 东西 做 不太好 例如 开机 激活 卡死 office 换 账号 激活 不配 摄像头 是 奇葩 ,积极,积极,5.229,积极
运行 速度 快 外形 外观 颜值 高 一体 模具 轻薄 程度 轻 想象 轻 散热 性能 一般 特色 颜色 好看 金属外壳 有点 凉手 屏幕 效果 好 窄 框 屏幕 占 比高 ,积极,积极,21.197,积极
很轻 小巧 外观 好看 推荐 购买 ,积极,积极,9.444,积极
体验 不错 习惯 好评 ,积极,积极,6.935,积极
送 人 有 面 ,消极,积极,-0.876,消极
京东 自营 速度 快 质量 好 正品 ,积极,积极,11.551,积极
好 性价比 高 强烈推荐 ,积极,积极,3.41,积极
运行 速度 还行 ,积极,积极,1.301,积极
硬件 性价比 很 不错 自带 windows10 无法 切换 英文版 大 问题 重装 好 了 顺便 装 个 linux 自带 office 激活 微软 帐号 下重 个 英文版 可 自动 激活 好 基本 成功 摆脱 所有 国内 软件 了 硬件 方面 代 u 让出 成本 不 显眼 位置 牺牲 了 东西 比如 satassd typeC 口 键盘 灯 单 风扇 单 导热管 屏幕 色域 勉强 接受 带 摄像头 理解 不能 了 摄像头 基本 是 不怎么 不能 删 东西 不值 钱 不解 ,消极,积极,8.801,积极
运行 速度 开机 速度 没得说 屏幕 效果 艳丽 散热 性能 行时 键盘 区域 热 外形 外观 大方 非常适合 商务 办公 轻薄 程度 挺薄 特色 选 时候 看 了 牌子 了 CPU 吸引 ,积极,积极,20.665,积极
运行 速度 i7 开机 需 屏幕 效果 不错 轻薄 程度 很薄 方便 特色 总体 笔记本 很 不错 ,积极,积极,19.366,积极
货 收到 物流 没的说 没 开始 正式 使用 希望 好 ,积极,积极,10.853,积极
好 主要 是 连接 无线 老 是 掉 网 满意 下载 东西 很 方便 地方 行 建议 购买 ,积极,积极,9.647,积极
此 用户 未填写 评价 内容 ,消极,积极,3.911,积极
使用 了 一段时间 来 评价 总体 不错 性价比 高 品牌 配置 便宜 了 想 知道 小米 价格 做到 ,积极,积极,13.635,积极
屏幕 效果 不错 外形 外观 好看 ,积极,积极,8.363,积极
整体 价格 不错 赞 ,积极,积极,9.181,积极
耗电 快 ,消极,积极,-1.972,消极
运行 速度 不错 快 屏幕 效果 一般般 是 独立 显卡 没有 优势 散热 性能 风扇 声音 不算 大 接受 外形 外观 很 商务 轻薄 程度 一般般 屏幕 薄 不轻 特色 C 产品 JD 买 放心 快 ,积极,积极,25.722,积极
好 ,积极,积极,2.073,积极
感动 人心 价格 厚道 好 产品 雷总 做到 了 ,积极,积极,10.573,积极
运行 速度 ,积极,积极,1.301,积极
做工 精细 安静 运行 速度 速度 快 值得 推荐 ,积极,积极,11.989,积极
外形 外观 颜值 高 轻薄 明快 很 喜欢 ,积极,积极,13.702,积极
运行 速度 一般 屏幕 效果 散热 性能 外形 外观 不错 轻薄 程度 重 特色 总体 性价比 还行 ,积极,积极,16.615,积极
外形 外观 外观 精致 运行 速度 挺快 散热 性能 游戏 时候 风扇 声音 较大 理解 ,积极,积极,10.166,积极
运行 速度 不错 噪声 很小 外观 简洁 大方 ,积极,积极,10.666,积极
运行 速度 不错 很 薄 适合 女孩子 使用 发货 速度 有待 提高 ,积极,积极,10.347,积极
轻薄 程度 单 手拿着 累 外形 外观 银色 不错 ,积极,积极,11.392,积极
屏幕 效果 觉得 了 不了 华为 k 屏幕 精细 运行 速度 运行 速度 快 打 英雄 联盟 没 问题 散热 性能 散热 性能 行 知道 效果 玩游戏 风扇 声音 大 属于 外形 外观 外形 好看 颜值 算是 高 发货 速度 太慢 了 客服 处理 补 了 京豆 算是 满意 ,消极,积极,26.92,积极
运行 速度 运行 速度 开机 需要 几秒钟 屏幕 效果 屏幕 不错 显色 散热 性能 散热 着 挺好 不会 过热 轻薄 程度 很 轻薄 很 小巧 拿来 办公 很 合适 特色 物流 到 了 ,积极,积极,20.681,积极
运行 速度 能够 满足 基本 需要 屏幕 效果 屏幕 是 磨砂 感觉 很棒 外形 外观 外观 时尚 简洁 轻薄 程度 很 轻薄 方便 携带 ,积极,积极,26.016,积极
东西 很 不错 哦 ,积极,积极,6.304,积极
运行 速度 不错 挺快 屏幕 效果 颜色 不错 散热 性能 散热 有点 慢 可能 打开 软件 吧 外形 外观 很 喜欢 想 买 粉色 到 没有 货 了 银色 好看 轻薄 程度 很 轻 没有 重量 携带方便 特色 客服 小姐姐 很 耐心 快递 小哥 服务态度 好 ,消极,积极,32.356,积极
运行 速度 快 外形 外观 帅 轻薄 程度 刀 屏幕 效果 靓 ,积极,积极,10.621,积极
感觉 不错 做 起来 好 喜欢 挺 支持 小米 产品 ,积极,积极,12.195,积极
运行 速度 快 屏幕 效果 佳 外形 外观 喜欢 轻薄 程度 够 轻薄 散热 性能 感觉 ,积极,积极,15.384,积极
运行 速度 好 屏幕 效果 好 散热 性能 好 外形 外观 好 轻薄 程度 好 特色 好 ,积极,积极,24.713,积极
是 千挑万 选 购买 小米 笔记本电脑 是 货比三家 费尽心思 身边 好友 建议 内心 想法 购买 了 米 物流 是 快 到 手里 立马 拆开 了 映入眼帘 银色 金属 外表 精美 了 性能 不错 送 了 正版 office 是 精致 电脑 小伙伴 们 值得 入手 欧 ,积极,积极,35.46,积极
运行 速度 开机 速度 没 查出来 是 屏幕 效果 屏幕 效果 一般 做 图用 够用 了 轻薄 程度 很 薄 挺重 外形 外观 朴素 很 上档次 ,积极,积极,13.685,积极
轻薄 程度 薄 得 运行 速度 开机 速度 快 外形 外观 外观 漂亮 ,积极,积极,11.295,积极
不错 吧 ,积极,积极,2.776,积极
小米 不愧 是 小米 挺好用 ,积极,积极,2.705,积极
京东 上买 笔记本 了 买 笔记本 会 挑 挑到 不错 买 发货 慢 心里 有 预期 是 问 小米 官方 责任 推卸 到 京东 方面 货源充足 京东 没有 任何理由 发货 发货 了 京东 物流 收到 了 笔记本 很 不错 处理器 很 流畅 外观 好看 轻薄 配置 不错 办公 足够 了 打 LOL 没有 问题 京东 服务 好 货源 问题 打 了 电话 态度 很 诚恳 作为 京东 忠实 粉丝 物流 原因 想 送 差 评 了 想想 算了 产品 真不错 ,消极,消极,61.472,积极
电脑 没 摄像头 声音 超级 小 小米 来 米粉 电脑 设计师 脑袋 门 夹 过 摄像头 带 是 移动 电脑 啊 台式机 没 摄像头 介绍 想 说 个 好 吧 实在 说不出口 就让 拿 去 检测 了 ,消极,消极,-0.064,消极
红米 电脑 是 看 了 有 一段时间 东西 是 配置 不算 好 是 二年级 孩子 写 电脑 作业 要求 不会 高 本本 算 轻薄 操作 简单 值得 购买 购物 狂欢节 送货 速度 依旧 快 值得 肯定 电脑 开始 没什么 问题 好评 ,积极,积极,18.246,积极
很 好看 质感 很 不错 ,积极,积极,8.252,积极
喜欢 ,积极,积极,2.357,积极
外形 外观 好看 散热 性能 优秀 运行 速度 优秀 屏幕 效果 好 特色 好 轻薄 程度 好 ,积极,积极,23.478,积极
运行 速度 吧 轻薄 程度 轻薄 外形 外观 好看 美观 触摸板 手感 好 顺滑 没有 鼠标 得 单买 硬盘 没有 分区 得 分区 包装 还好 泡沫 包裹 很 到位 ,积极,积极,24.013,积极
朋友 推荐 买 说 性能 不错 很 适合 办公 不会 买 便宜 了 呢 ,积极,积极,10.246,积极
字卡 运行 Cad 还好 图多卡 草图 模型 根本 没 办法 操作 ,消极,积极,-2.842,消极
运行 速度 开机 s 挺快 外形 外观 精致 轻薄 程度 很 轻薄 便于 携带 ,积极,积极,18.705,积极
家里 小朋友 大学 了 到 了 购买 笔记本电脑 时候 属于 电子产品 一窍不通 知道 选 朋友 推荐 了 小米 笔记本 综合性 能 不错 价格 还算 亲民 总体 性价比 高 产品 吧 是 大 牌子 售后服务 容易 银色 看起来 高级 ,积极,积极,26.996,积极
使用 中 ,消极,积极,1.931,积极
了解 到 小米 电脑 性价比 高 公司 会议 做 赠品 小米 体验 店 问 过 了 没有 产品 调货 很 慢 到 京东 找到 了 需要 过 了 京东 找到 京东 服务 店 现 拿 价格 网上 活动 价格 方便 京东 采购 了 京东 货品 齐全 能 拿到 现货 赞 ,消极,消极,52.023,积极
来 评价 ,积极,积极,1.07,积极
轻薄 程度 薄 ,消极,积极,3.232,积极
外形 外观 不错 ,积极,积极,5.997,积极
运行 速度 是 新 速度 肯定 不慢 啊 屏幕 效果 大小 好 屏幕 很 清晰 散热 性能 还行 吧 玩 了 挺久 有 热 外形 外观 满意 颜色 好看 颜值 高 轻薄 程度 挺薄 有点 重量 觉得 好 特色 得 看 希望 不要 着用 着 卡 反应 是 总体 很 满意 京东 送货 是 快递 员 太慢 了 ,消极,积极,31.279,积极
没有 摄像头 屏幕 有 黑点 ,消极,积极,-0.784,消极
喜欢 很 满意 ,积极,积极,5.726,积极
是 京东 购买 发货 速度 力 考虑 是 买 Macbook 国产 入手 国产机 厚度 勉强 能 接受 外观 底座 物有所值 吧 开机 速度 买 算 说得过去 散热 行 主要 是 玩游戏 有点 不足 风扇 声音 有点 大 电池 不怎么 耐用 OK 价格 能够 接受 想 入手 值得 考虑 ,消极,积极,20.159,积极
散热 性能 一般般 运行 速度 一般般 ,积极,积极,3.417,积极
特色 重 挺厚 ,消极,积极,2.192,积极
好 不错 ,积极,积极,4.725,积极
运行 速度 没有 想像中 快 外形 外观 不错 薄 ,积极,积极,8.069,积极
外观 不错 轻薄 程度 不错 ,积极,积极,9.389,积极
还好 吧 ,消极,积极,0.125,积极
运行 速度 快 屏幕 效果 帅 散热 性能 好 外形 外观 美 轻薄 程度 薄 特色 靓 ,积极,积极,20.876,积极
容易 粘灰 散热 性能 散热 声音 有点 外形 外观 了 定金 是 银色 结果 是 黑不黑灰不灰 颜色 开心 屏幕 效果 够 了 轻薄 程度 英寸 不算 太重 ,积极,积极,15.404,积极
单位 买 办公 机 运行 速度 屏幕 很 清晰 散热 快 小米 产品 放心 ,积极,积极,5.208,积极
好 特价 时候 购买 性价比 高 ,积极,积极,7.544,积极
送 人 感觉 不错 ,积极,积极,1.568,积极
运行 速度 屏幕 效果 清晰可见 轻薄 程度 不算 重 ,积极,积极,5.044,积极
收到 货 了 感觉 不错 推荐 购买 ,积极,积极,8.042,积极
屏幕 效果 差劲 运行 速度 有时候 卡 直接 黑 了 三分之一 屏幕 久 了 散热 性能 久 了 很热 外形 外观 还好 轻薄 程度 很 轻 特色 品牌 买 后悔 退 说 激活 了 没法 退 建议 大家 不要 买 小米 垃圾 要死 买 了 店 普通 电脑 差劲 差 评 再也不会 买 有关 小米 电子产品 最低 星 连一星 不想 ,消极,积极,0.371,积极
运行 速度 目前为止 屏幕 效果 高清 轻薄 程度 很 轻薄 方便 携带 ,积极,积极,12.793,积极
很薄 干净 感觉 很 喜欢 性价比 超级 高 外表 干净 很 干练 键盘 手感 很 舒服 页面 清晰 着 舒服 超级 喜欢 支持 质量 好 卖家 描述 完全一致 满意 很 喜欢 完全 超出 期望值 发货 速度 快 包装 仔细 严实 物流 公司 服务态度 好 运送 速度 很 满意 购物 ,消极,积极,37.209,积极
完美 性价比 高 设计 软件 没 问题 ,积极,积极,3.979,积极
不错 漂亮 是 退 过货 哈哈哈 哈哈哈 ,积极,积极,8.683,积极
很 不错 速度 快 轻便 ,积极,积极,6.37,积极
轻薄 程度 好 外形 外观 好看 运行 速度 快 屏幕 效果 棒 ,积极,积极,13.545,积极
运行 速度 垃圾 买 了 不到 卡 不得了 不动 ,消极,积极,-0.984,消极
到 货 京东 物流 依旧 是 达 晚 隔日 达 拿 着 电脑 回来 怀着 激动 心情 打开 了 包装 开启 了 电脑 开机 有 人工智能 小娜 指导 操作 打开 系统 有 说明书 指导 安装 office 着 感觉 了下 运行 流畅 小 屏幕 时候 显示 字体 会 模糊 鲁 大师 跑 分 总结 处理器 好 没有 taipc 接口 没有 摄像头 背光 键盘 小米 画报 好 ,消极,积极,19.875,积极
包装 没有 塑胶 封 好 有点 失落 还好 轻薄 程度 很薄 ,消极,积极,6.289,积极
订单 提到 货 了 说 京东 物流 确实 力 货物 保存 很 完整 四面 有 泡沫 防护 赞先 特地 等到 了 来 评价 游戏 发烧友 商务 办公 为主 笔记本 大小 厚度 重量 外观 没得 挑剔 谈谈 使用 感受 预装 正版 WIN10 Office 用户 带来 了 很大 方便 开机 速度 秒左右 办公 时 安静 完全 无 声音 游戏 情况 谈 配置 抽象 专业 玩 了 下 魔兽 世界 英雄 联盟 字 毫无 压力 笔记本 使用 是 说 了 使用 感受 好 小米 近几年 发展 确实 不错 ,消极,积极,47.653,积极
特色 换货 指纹 解锁 使用 了 指纹 解锁 反应 快 ,消极,积极,0.152,积极
此 用户 未填写 评价 内容 ,消极,积极,3.911,积极
此 用户 未填写 评价 内容 ,消极,积极,3.911,积极
此 用户 未填写 评价 内容 ,消极,积极,3.911,积极
此 用户 未填写 评价 内容 ,消极,积极,3.911,积极
此 用户 未填写 评价 内容 安装 了 frdora 爽 到 飞起 满意 ,消极,积极,8.608,积极
此 用户 未填写 评价 内容 ,消极,积极,3.911,积极
效果 好 建议 大家 购买 ,积极,积极,7.558,积极
运行 速度 画面 清晰 感觉 很 不错 很棒 ,积极,积极,4.77,积极
爱卡 买 卡 鼠标 动 不了 搞错 了 卡 按键 锁住 了 不好意思 ,消极,积极,1.159,积极
此 用户 未填写 评价 内容 ,消极,积极,3.911,积极
散热 性能 散热 差 风扇 声音 很大 ,积极,积极,0.645,积极
屏幕 效果 清晰 外形 外观 美观 ,积极,积极,7.56,积极
此 用户 未填写 评价 内容 ,消极,积极,3.911,积极
运行 速度 有时候 会 闪 屏 运行 速度 还行 吧 一般 感觉 像 小米 手机 打开 软件 很 流畅 屏幕 效果 查 了 下 屏幕 是 个 知名 小厂 分辨率 色彩 差 看 了 评测 色差 很大 台 台式机 对比 了下 确实 很 明显 台式机 屏幕 买 屏幕 素质 是 差差 差 散热 性能 电脑 摸 着 不怎么 热 有时候 高负荷 看 斗鱼 直播 风扇 是 响 有点 尖锐 声音 会 降下来 看 发 视频 这点 是 不能 忍受 唉 后悔 外形 外观 颜值 高 高 网上 看着 高 轻薄 程度 薄 可能 牺牲 了 性能 特色 实话 说 有点 小 字体 太小 了 不能 单手 开盖 总结 适合 办公 便携 颜值 高 性能 不要 谈 了 价格 知道 划 不划算 不能 无 理由 退货 退 了 ,消极,积极,8.094,积极
此 用户 未填写 评价 内容 ,消极,积极,3.911,积极
办公 挺不错 ,积极,积极,0.288,积极
没想用 电脑 玩游戏 没想到 下载 游戏 安装 成功 word 文档 编辑 右键 选择 段 落后 跳 出来 窗口 长 了 lsquo 确定 rsquo lsquo 取消 rsquo 栏 系统 栏 遮盖住 了 窗口 试 了 调 不了 大小 ,消极,消极,-2.008,消极
此 用户 未填写 评价 内容 ,消极,积极,3.911,积极
大学 妹妹 准备 入手 电脑 学习 作为 哥哥 买 电脑 没什么 经验 出于 妹妹 信任 买 了 是 华为 系列 产品 想着 买 华为 电脑 去 华为 商城 选 了 荣耀 笔记本 有 指纹 解锁 妹妹 喜欢 加 了 购物车 奈何 没有 现货 需要 抢购 调 了 个 闹钟 信心 满满的 准备 抢购 结果 可想而知 一如既往 秒 罄 来 京东 开始 海选 模式 货比三家 完 配置 价位 完 价位 看 配置 知道 小米 笔记本 作为 新起之秀 确实 有 实力 庆幸 抢购 电脑 没有 现货 买 了 肯定 得 后悔 i3 处理器 起来 确实 勉强 了 小米 是 出了名 性价比 王 i5 处理器 价位 相差 不大 诱惑 肯定 是 毫无 抵抗力 即将来临 入手 小米 笔记本 没 收到 货 了 一上 手 感觉 很 轻薄 时尚 大气 运行 神速 办公 绰绰有余 喜欢 玩游戏 是 不错 选择 非常适合 年轻人 使用 笔记本电脑 大 爱 小米 产品 ,消极,消极,90.815,积极
运行 速度 快 屏幕 效果 好 散热 性能 外形 外观 酷 轻薄 程度 苗条 ,积极,积极,13.617,积极
此 用户 未填写 评价 内容 差 评 买 了 不到 风扇 坏 了 ,消极,消极,0.156,积极
相信 小米 手机 小米 电脑 拿到 手上 安装 系统 很 简单 C盘 需求 分盘 简单 没想到 电脑 还有 蓝牙 不错 屏幕 设置 有 护眼 模式 好 买 值 快递 包装 很 简单 电脑 外箱 套 了 袋子 买 小米 字 省心 家里 手机 净水器 是 小米 电视 要换 小米 是 买 了 办公 没用 笔记本 了 拿到 感觉 技术 了 整体 质感 好 手感 很棒 试用 了下 速度 总体 感觉 很 不错 外观 方面 拿到 手 轻便 设计 是 喜欢 简单 干净 还有 设计 让 散热 容易 深得我心 使用 感受 运行 速度 够 喜欢 是 带 蓝牙 小米 设计 手环 解锁 是 亮点 电子电器 类产品 基本 是 京东 购买 希望 京东 好 企业 需要 保护 个人 力量 有限 绵薄之力 希望 集腋成裘 积少成多 人 说品 控 买 不错 问题 买 担心 开机 验货 好 新机 是 要 插 电源 才能 开机 验机 记得 验证 屏幕 确实 是 有点 黄 暖 屏 还好 了 爱 音响 听歌 是 不错 哈哈哈哈 外加 固态 够 了 ,消极,积极,84.677,积极
